"213220,-3.26,-4.43,8.43"
"54216748,-3.30,-3.96,7.53"
"54220268,-3.22,-4.12,7.85"
"54223796,-3.33,-3.92,8.47"
"44,-3.33,-3.96,7.81"
"54258972,-3.33,-3.84,7.65"
"54262488,-3.22,-4.24,8.16"
"54266024,-3.37,-4.04,7.49"
"54269544,-3.33,-3.84,7.69"
"54273068,-3.33,-4.04,7.34"
"108,-3.33,-3.96,8.24"
"54283640,-3.26,-3.88,7.81"
"54287156,-3.37,-3.92,7.30"
